movie_id1,movie_id2,value
316,367,0.607055873445753
316,185,0.606932736749942
316,153,0.599313127867744
316,165,0.598650930432699
316,434,0.597081539592547
333,216,0.525279323167149
333,413,0.499230176602706
333,1753,0.459619407771255
333,231,0.453723111218874
333,585,0.44783429475148
333,19,0.422115882408869
333,276,0.422115882408869
333,432,0.41952353926806
333,542,0.415760920310149
333,104,0.412188051620846
349,161,0.695211207565332
349,380,0.686064407915151
349,434,0.683086129756758
349,457,0.664045885311431
349,454,0.645136900325827
349,165,0.643587247740774
349,292,0.616674978252628
349,590,0.610513941468393
349,592,0.603381524467947
349,316,0.596308993378781
356,296,0.723703543864063
356,318,0.715293699714177
356,480,0.707585236202167
356,593,0.656830068516099
356,110,0.655358547004444
356,150,0.641634882762935
356,2571,0.641477433557101
356,589,0.62622004237141
356,500,0.620232577222467
356,47,0.619118832557584
362,596,0.420667070631545
362,594,0.410425630121904
362,783,0.400250234619407
362,48,0.395147907133658
362,158,0.392046157682128
362,616,0.383482494423685
362,239,0.374350648863466
362,410,0.374240594282559
362,2,0.35973846709225
362,368,0.358853500273005
367,364,0.675474454297958
367,480,0.646653612787573
367,344,0.641560190306513
367,500,0.631818783536867
367,380,0.628100981004484
367,592,0.626964610152746
367,316,0.607055873445753
367,153,0.600029444316037
367,110,0.596175110874479
367,457,0.590572941809663
423,517,0.632455532033675
423,1840,0.597614304667196
423,1812,0.547722557505166
423,1816,0.547722557505166
423,1484,0.547722557505166
423,1609,0.547722557505166
423,4636,0.547722557505166
423,5678,0.547722557505166
423,33725,0.547722557505166
423,2540,0.547722557505166
441,2395,0.515491311776451
441,3253,0.513669506800839
441,1968,0.50804733479793
441,1753,0.501485887376798
441,3210,0.5
441,1500,0.482126042214184
441,3897,0.457298811608019
441,1476,0.453920649501601
441,785,0.452380952380952
441,1923,0.451753951452625
457,380,0.701459996402029
457,592,0.680741155875901
457,480,0.677169225604758
457,377,0.671290520842761
457,349,0.664045885311431
457,589,0.654384432090499
457,150,0.649873595379283
457,110,0.645609026330154
457,165,0.61665481259351
457,590,0.611821917758806
480,589,0.723275881804778
480,356,0.707585236202167
480,377,0.679100473742667
480,110,0.677896239106903
480,457,0.677169225604758
480,592,0.660098361984449
480,780,0.656747349661923
480,367,0.646653612787573
480,296,0.640012471479504
480,590,0.632702587358397
500,597,0.688530372659096
500,364,0.660827138107953
500,377,0.650011245966591
500,586,0.649933683619681
500,480,0.63199863046336
500,367,0.631818783536867
500,587,0.629440745562211
500,356,0.620232577222467
500,539,0.60705366397329
500,588,0.585216839505703
527,318,0.624802808008974
527,356,0.609585402616995
527,593,0.597376691625662
527,296,0.581027140291573
527,2028,0.550716080354061
527,50,0.547559811235786
527,2571,0.541839996751615
527,2959,0.538818402673123
527,110,0.538666041920285
527,2762,0.519038255835562
543,1091,0.477118723613697
543,1405,0.448794170762571
543,216,0.44621074825316
543,3243,0.443562811200031
543,2723,0.425132874788302
543,466,0.423400865236393
543,1021,0.420779162844801
543,2060,0.417391935564841
543,700,0.413196935270668
543,2335,0.413196935270668
552,168,0.522708373489316
552,367,0.480267406632219
552,520,0.477828699532018
552,172,0.457267668879142
552,368,0.446519548929751
552,466,0.446296233312418
552,10,0.445767198691993
552,380,0.441451414801373
552,485,0.439680450845329
552,592,0.437725692377904
553,383,0.48719876576469
553,590,0.484274277641287
553,432,0.46829552560397
553,350,0.460006454217467
553,153,0.455671108872371
553,161,0.452195705350312
553,592,0.451109968300639
553,316,0.450762479790424
553,368,0.446981095564566
553,434,0.444309025658715
590,592,0.658878237371297
590,380,0.649667368564884
590,480,0.632702587358397
590,150,0.627891926083555
590,153,0.627112772198633
590,457,0.611821917758806
590,349,0.610513941468393
590,110,0.608674557958029
590,296,0.606104902190112
590,344,0.596948509590701
592,380,0.741477548064225
592,153,0.739529964776532
592,457,0.680741155875901
592,480,0.660098361984449
592,590,0.658878237371297
592,589,0.656113323959779
592,588,0.63986818112226
592,316,0.627054446528819
592,367,0.626964610152746
592,150,0.625937397531471
593,296,0.707292505136165
593,318,0.669146704855838
593,356,0.656830068516099
593,47,0.630291047362903
593,480,0.609268987010808
593,457,0.60806377806655
593,527,0.597376691625662
593,608,0.59629807768717
593,589,0.59201894490936
593,260,0.585723617264286
596,2018,0.628280862437543
596,594,0.617914380653324
596,1032,0.591960021172601
596,2087,0.564534486981858
596,1022,0.557773351022717
596,616,0.519615242270663
596,1025,0.516397779494322
596,2081,0.504704238301209
596,1282,0.496528831492336
596,3034,0.494881205348725
608,1089,0.616948155325124
608,1213,0.615826521559983
608,296,0.610877341819034
608,1136,0.599127303802661
608,593,0.59629807768717
608,260,0.591145512257879
608,50,0.588063294103948
608,858,0.57934045182088
608,1208,0.574855658616943
608,2858,0.567246894312658
648,780,0.713109986317158
648,736,0.637576713063338
648,733,0.607111882836934
648,480,0.590761253640402
648,377,0.58279547591422
648,32,0.572832425943502
648,1,0.567974879445152
648,1210,0.566807816665407
648,589,0.561697202944268
648,260,0.550463605968857
661,1073,0.484540634143483
661,719,0.434650759574665
661,2054,0.433099330422023
661,837,0.422760021606694
661,783,0.416757118565413
661,788,0.410174239706572
661,648,0.404061017820884
661,2033,0.404061017820884
661,736,0.399310838209862
661,5171,0.395944187517562
673,3489,0.547169811320754
673,1552,0.482836200269174
673,1032,0.456090854901222
673,2005,0.454846278836851
673,837,0.454316694865869
673,1920,0.453266735766723
673,2081,0.453094121900161
673,2053,0.430006581783765
673,5956,0.425998977281565
673,1562,0.423903903399297
733,648,0.607111882836934
733,780,0.588463401047153
733,6,0.56708450188664
733,736,0.549198777479254
733,1573,0.528362672676503
733,95,0.525706735568527
733,10,0.522232967867093
733,788,0.512000711801561
733,786,0.511363636363636
733,1210,0.5
736,648,0.637576713063338
736,780,0.628068415698766
736,95,0.560767269295907
736,733,0.549198777479254
736,377,0.537828722459678
736,788,0.527735594989871
736,1073,0.520732295316835
736,786,0.495918299067087
736,480,0.490951116268493
736,457,0.490604929047444
780,648,0.713109986317158
780,480,0.656747349661923
780,1210,0.633237790257262
780,736,0.628068415698766
780,589,0.625247475757075
780,260,0.61286742852862
780,32,0.608184744780426
780,1240,0.590146587924098
780,733,0.588463401047153
780,1580,0.586092441885274
804,1332,0.612372435695794
804,1600,0.5
804,1922,0.5
804,2007,0.5
804,2260,0.5
804,2271,0.5
804,3539,0.5
804,4312,0.5
804,4780,0.5
804,1397,0.5
919,1028,0.581533542869141
919,1270,0.566065099994678
919,1380,0.556293911166591
919,1136,0.554278868385417
919,2987,0.550457207788629
919,2985,0.548289264907149
919,1097,0.547462233081
919,2115,0.541736338885961
919,2470,0.538558972249454
919,2797,0.535527121310268
923,1208,0.535354425937356
923,912,0.529697753577384
923,750,0.513379919921295
923,2997,0.496068572571095
923,1263,0.495684103063971
923,1228,0.494901541957472
923,608,0.492151549392929
923,1220,0.486001417180778
923,1252,0.485859996432746
923,1136,0.485181081671508
940,1226,0.577350269189625
940,943,0.534522483824848
940,7386,0.53033008588991
940,1929,0.5
940,2847,0.5
940,6412,0.5
940,6856,0.5
940,7054,0.5
940,8600,0.5
940,8609,0.5
943,1066,0.56694670951384
943,940,0.534522483824848
943,1829,0.534522483824848
943,3546,0.534522483824848
943,1650,0.534522483824848
943,2185,0.534522483824848
943,2187,0.534522483824848
943,2201,0.534522483824848
943,3641,0.534522483824848
943,4296,0.534522483824848
954,951,0.503952630678969
954,1187,0.421637021355783
954,940,0.416666666666666
954,6650,0.408248290463863
954,6783,0.408248290463863
954,7301,0.408248290463863
954,1242,0.40491559560777
954,911,0.392232270276368
954,955,0.388888888888888
954,8154,0.38490017945975
1009,1011,0.589255650988789
1009,2035,0.577350269189625
1009,1023,0.554700196225229
1009,1024,0.544331053951817
1009,2414,0.502518907629606
1009,2615,0.5
1009,2033,0.471404520791031
1009,3614,0.471404520791031
1009,4634,0.471404520791031
1009,3833,0.471404520791031
1023,1009,0.554700196225229
1023,5548,0.496138938356833
1023,47950,0.496138938356833
1023,5644,0.480384461415261
1023,2095,0.480384461415261
1023,4709,0.480384461415261
1023,6315,0.480384461415261
1023,1010,0.462250163521024
1023,2090,0.461538461538461
1023,4040,0.461538461538461
1024,2615,0.612372435695794
1024,2033,0.577350269189625
1024,43869,0.577350269189625
1024,168612,0.577350269189625
1024,173197,0.577350269189625
1024,1009,0.544331053951817
1024,1804,0.471404520791031
1024,3729,0.471404520791031
1024,68159,0.471404520791031
1024,40959,0.471404520791031
1025,1032,0.600832755431992
1025,3034,0.6
1025,2090,0.554700196225229
1025,2141,0.518544972870134
1025,596,0.516397779494322
1025,1029,0.50709255283711
1025,2018,0.486664263392287
1025,2087,0.468521285665818
1025,1282,0.467025917425542
1025,2078,0.467025917425542
1029,2087,0.5807600450833
1029,2078,0.580454325265715
1029,2018,0.548408497107081
1029,2080,0.547010767006262
1029,2096,0.540562477617335
1029,1032,0.534522483824848
1029,1025,0.50709255283711
1029,1022,0.495558504409436
1029,1033,0.491353814911995
1029,1282,0.4875816332232
1030,2090,0.572891899231546
1030,2141,0.547722557505166
1030,2050,0.516397779494322
1030,2089,0.489897948556635
1030,3524,0.489897948556635
1030,2088,0.486864495560147
1030,2414,0.467099366496913
1030,1379,0.467099366496913
1030,3397,0.467099366496913
1030,2794,0.466666666666666
1031,1032,0.516397779494322
1031,2096,0.478713553878169
1031,1848,0.471404520791031
1031,2018,0.463586324972765
1031,2133,0.456435464587638
1031,2139,0.445435403187373
1031,1461,0.433012701892219
1031,2014,0.433012701892219
1031,2414,0.430820218427664
1031,52435,0.430820218427664
1032,2087,0.666717477738473
1032,2018,0.615587011251092
1032,1022,0.609937545592833
1032,1025,0.600832755431992
1032,596,0.591960021172601
1032,3034,0.579750904364202
1032,2078,0.56468391559199
1032,2005,0.544510080779204
1032,2096,0.539359889970593
1032,1029,0.534522483824848
1042,3247,0.488627274879957
1042,1171,0.486512772567327
1042,708,0.486264539083864
1042,647,0.458454604049002
1042,1883,0.440958551844098
1042,3255,0.437041520916824
1042,2134,0.427668601723849
1042,852,0.42355872480151
1042,1307,0.418413704377861
1042,1060,0.411475599898911
1049,762,0.443038814784148
1049,809,0.436435780471984
1049,880,0.419960525565808
1049,1445,0.412393049421161
1049,839,0.394405318873307
1049,3686,0.394405318873307
1049,881,0.390360029179413
1049,3705,0.385758374905229
1049,782,0.385758374905229
1049,2616,0.385164443259821
1060,2580,0.507072487049442
1060,1285,0.44249232535105
1060,1883,0.442268981335851
1060,1866,0.440958551844098
1060,1466,0.439137655344973
1060,1500,0.433963036602746
1060,1513,0.433289122413121
1060,1057,0.430331482911935
1060,1673,0.427008410146899
1060,1476,0.424918292799398
1073,648,0.540169769626803
1073,919,0.535205579929548
1073,780,0.522439317531268
1073,736,0.520732295316835
1073,1,0.506398380639208
1073,788,0.506162069886717
1073,1380,0.500247096629859
1073,2987,0.493306140876913
1073,260,0.491822716554518
1073,2174,0.490090178483027
1080,1136,0.645347885196781
1080,6807,0.586601332759742
1080,2997,0.543322356285504
1080,2918,0.527952792509369
1080,1208,0.512369314456597
1080,1220,0.508883102265147
1080,750,0.505844447781685
1080,778,0.503786062295414
1080,1079,0.503194416686366
1080,1206,0.503173449815519
1089,1213,0.669387396241836
1089,1208,0.633481194151084
1089,1222,0.631520025243926
1089,608,0.616948155325124
1089,1732,0.61100380664572
1089,1214,0.607389402638299
1089,778,0.605567147494175
1089,1221,0.600017752267116
1089,50,0.599480891039696
1089,1206,0.598184275521277
1090,1222,0.523936831995583
1090,1208,0.511548866669308
1090,1266,0.50709255283711
1090,2194,0.484434138636445
1090,1089,0.473328367123408
1090,3702,0.47007349360514
1090,1036,0.460360868421185
1090,1213,0.46018060362934
1090,924,0.458564122362131
1090,1674,0.458170966911517
1092,1645,0.469779237868258
1092,3386,0.419170013649796
1092,1343,0.408421976194104
1092,1240,0.407817071348922
1092,2000,0.404232922111929
1092,1101,0.400269071254221
1092,1097,0.396179874802425
1092,1089,0.395072787869268
1092,2640,0.392198066459405
1092,1127,0.3890223213474
1097,2115,0.618538241962358
1097,1270,0.616186297055941
1097,1240,0.609081154144401
1097,1210,0.607882866285481
1097,1580,0.592048654705002
1097,1265,0.582965415710271
1097,1291,0.581526699393697
1097,1196,0.579644615026849
1097,1961,0.563656219102861
1097,1968,0.562114513203374
1127,2985,0.57681790368297
1127,1200,0.55438945719674
1127,2640,0.552863800414321
1127,2916,0.541530361073882
1127,2115,0.537706088411628
1127,1129,0.528743692608354
1127,2529,0.526104280809151
1127,1240,0.521514472935707
1127,1391,0.520401483881537
1127,3527,0.520342400389949
1136,1080,0.645347885196781
1136,1197,0.618849187191159
1136,2918,0.615996947728997
1136,1265,0.609510866600011
1136,608,0.599127303802661
1136,1198,0.594212281339015
1136,1196,0.590322474989119
1136,541,0.585239048452012
1136,1220,0.580072921137967
1136,260,0.579131866884118
1196,260,0.825611079718316
1196,1210,0.796609995093466
1196,1198,0.720452727596628
1196,2571,0.714303005591889
1196,1291,0.686557256622876
1196,2628,0.669102411115515
1196,1240,0.649601292003898
1196,1214,0.643814550841179
1196,1270,0.6422743049571
1196,1200,0.637832785888929
1197,1136,0.618849187191159
1197,1198,0.605258645678865
1197,1196,0.600824922983586
1197,1265,0.596494899949128
1197,2918,0.594804572652676
1197,1270,0.577564221492389
1197,260,0.566764636898744
1197,1210,0.557456188011372
1197,1291,0.553205402453576
1197,1968,0.544710437114649
1198,1291,0.735065594740652
1198,1196,0.720452727596628
1198,260,0.709651729857148
1198,2571,0.653105475853577
1198,1210,0.641446865790653
1198,1270,0.627256161705615
1198,2115,0.612372435695794
1198,1240,0.605446021950911
1198,1197,0.605258645678865
1198,1136,0.594212281339015
1206,1089,0.598184275521277
1206,1732,0.576328107982175
1206,2858,0.575223741635527
1206,1222,0.569442451773972
1206,778,0.569442451773972
1206,2959,0.568812271853922
1206,1258,0.568341651135918
1206,2997,0.5596565806059
1206,924,0.559597933426135
1206,1208,0.555978551324338
1208,1222,0.650903996347433
1208,1089,0.633481194151084
1208,111,0.578257502982513
1208,1213,0.577029001417162
1208,608,0.574855658616943
1208,924,0.564839028255111
1208,541,0.564300747059888
1208,1136,0.56369939626169
1208,1206,0.555978551324338
1208,750,0.549680424634462
1210,1196,0.796609995093466
1210,260,0.788993003872253
1210,1291,0.682160219888017
1210,1270,0.671860363478073
1210,2571,0.659736158294473
1210,2628,0.651976139361998
1210,1240,0.642796555972049
1210,1198,0.641446865790653
1210,780,0.633237790257262
1210,1580,0.628359862073229
1213,1089,0.669387396241836
1213,858,0.630072012345208
1213,608,0.615826521559983
1213,1221,0.603963366846598
1213,2329,0.588276006668764
1213,50,0.58631026437601
1213,1208,0.577029001417162
1213,296,0.574544912222263
1213,1222,0.573360801027043
1213,2959,0.561137676048397
1214,1200,0.766781522353268
1214,1240,0.650774359969606
1214,1196,0.643814550841179
1214,541,0.616865983163497
1214,1291,0.608525535051879
1214,1089,0.607389402638299
1214,2115,0.605236744585495
1214,924,0.602454032169438
1214,1210,0.597058533920279
1214,1527,0.591677838141144
1219,904,0.598813130956629
1219,1258,0.567729504338258
1219,1333,0.546070298665233
1219,111,0.538163561137021
1219,750,0.534953858156455
1219,924,0.525675466979868
1219,2997,0.518490990651837
1219,608,0.51399893108018
1219,903,0.510138181138622
1219,1208,0.509342953560617
1220,1136,0.580072921137967
1220,1265,0.538324753093836
1220,1208,0.537945952486922
1220,1954,0.518267489310481
1220,1270,0.517313713465817
1220,2115,0.514451643818114
1220,1923,0.511101251999951
1220,1288,0.51035454388274
1220,1080,0.508883102265147
1220,1210,0.506577245190696
1222,1208,0.650903996347433
1222,1089,0.631520025243926
1222,1213,0.573360801027043
1222,1206,0.569442451773972
1222,924,0.550065818887915
1222,1466,0.549235036381089
1222,1036,0.534477305911247
1222,2115,0.533551153776694
1222,541,0.533507245522184
1222,1732,0.528943970577563
1224,3201,0.486664263392287
1224,2130,0.486664263392287
1224,4029,0.463586324972765
1224,6341,0.458831467741123
1224,6932,0.433554984762059
1224,1344,0.429197537639476
1224,1189,0.415028678319644
1224,2872,0.412948320967011
1224,2020,0.412948320967011
1224,1050,0.410391340834061
1226,7102,0.612372435695794
1226,44864,0.612372435695794
1226,940,0.577350269189625
1226,1770,0.577350269189625
1226,2071,0.577350269189625
1226,5397,0.577350269189625
1226,6035,0.577350269189625
1226,6918,0.577350269189625
1226,6981,0.577350269189625
1226,7581,0.577350269189625
1240,589,0.677170970616741
1240,1291,0.664573230774577
1240,2115,0.655763253996913
1240,1200,0.653820247492026
1240,1036,0.653014553720175
1240,2916,0.651960157670276
1240,1214,0.650774359969606
1240,1196,0.649601292003898
1240,1210,0.642796555972049
1240,2985,0.637008411613802
1256,2788,0.47286624374346
1256,2973,0.442325868464691
1256,2970,0.417028828114149
1256,3467,0.417028828114149
1256,7132,0.417028828114149
1256,1278,0.401634969871043
1256,1179,0.401286176952564
1256,2997,0.398173255192556
1256,1080,0.397844706332281
1256,1077,0.39405520311955
1258,1206,0.568341651135918
1258,1219,0.567729504338258
1258,1214,0.554891871735009
1258,1213,0.554644658803232
1258,2762,0.54409386353423
1258,2959,0.538439108609939
1258,1089,0.535588295023547
1258,750,0.534888885059911
1258,1387,0.532159628635838
1258,608,0.526840536485647
1265,1270,0.620305540621984
1265,1136,0.609510866600011
1265,1580,0.605442575324247
1265,2918,0.60073093349322
1265,1197,0.596494899949128
1265,2716,0.595437196138647
1265,1210,0.5913425642193
1265,260,0.585892716750423
1265,1097,0.582965415710271
1265,2997,0.579913841508194
1270,1210,0.671860363478073
1270,2011,0.647693307791987
1270,1196,0.6422743049571
1270,1291,0.633379499702409
1270,2716,0.628280862437543
1270,1198,0.627256161705615
1270,1265,0.620305540621984
1270,2012,0.619546918189723
1270,2115,0.618115099963687
1270,260,0.617838622727141
1275,1129,0.554700196225229
1275,2985,0.552052447473883
1275,1587,0.544399639733473
1275,2640,0.535935421442065
1275,2000,0.533333333333333
1275,1377,0.52174919474995
1275,2001,0.505291152639911
1275,2989,0.503952630678969
1275,2916,0.49236596391733
1275,3702,0.491707551080389
1278,1394,0.553260292741344
1278,1136,0.547119092097658
1278,2918,0.530420178489879
1278,1234,0.52668810725024
1278,3671,0.519826633451244
1278,1387,0.517414523817142
1278,2716,0.505525029603436
1278,3421,0.504537614820325
1278,1220,0.499136590618097
1278,1954,0.496591643978797
1282,2018,0.557070647276983
1282,2080,0.555650839932477
1282,2087,0.53630290017518
1282,2081,0.520219176996482
1282,2078,0.50943396226415
1282,1028,0.50535269334575
1282,1032,0.499528079177529
1282,596,0.496528831492336
1282,1029,0.4875816332232
1282,594,0.469610671512406
1291,2115,0.740057555319304
1291,1198,0.735065594740652
1291,1036,0.687825158216724
1291,1196,0.686557256622876
1291,1210,0.682160219888017
1291,1240,0.664573230774577
1291,260,0.64548252876011
1291,1270,0.633379499702409
1291,1200,0.617397066985255
1291,1214,0.608525535051879
1298,3918,0.486533632799841
1298,4008,0.462651945572992
1298,3917,0.430705521646532
1298,2976,0.425628265379374
1298,3809,0.422944426110144
1298,4898,0.417028828114149
1298,5646,0.417028828114149
1298,3070,0.409514179673961
1298,1445,0.39405520311955
1298,3197,0.39405520311955
1348,2644,0.583333333333333
1348,7234,0.510310363079828
1348,2160,0.441941738241592
1348,8507,0.416666666666666
1348,1212,0.408248290463863
1348,2746,0.400320384512717
1348,2010,0.381881307912986
1348,2550,0.377964473009227
1348,2729,0.377964473009227
1348,2750,0.377964473009227
1377,1562,0.677296211956156
1377,2985,0.57092239485974
1377,1676,0.562916512459885
1377,1552,0.554641432498571
1377,1370,0.532290647422377
1377,2916,0.522957788435021
1377,1580,0.52261966393479
1377,1275,0.52174919474995
1377,2115,0.52174919474995
1377,1690,0.519615242270663
1396,1408,0.472192164649885
1396,2640,0.471950200931896
1396,1127,0.449403531763882
1396,2406,0.44141479464782
1396,1101,0.436964144636915
1396,1573,0.436866828261467
1396,1376,0.427209062892623
1396,2115,0.425628265379374
1396,4901,0.425628265379374
1396,2916,0.424368864086803
1408,1396,0.472192164649885
1408,4084,0.440831015022387
1408,1573,0.437959121161087
1408,2194,0.436951967264426
1408,1377,0.434121571062229
1408,1370,0.427204600559339
1408,3418,0.425132874788302
1408,3702,0.415619466772904
1408,5541,0.413449115297361
1408,3175,0.406780143898501
1445,438,0.857142857142857
1445,3197,0.714285714285714
1445,2458,0.66815310478106
1445,1804,0.654653670707977
1445,2899,0.654653670707977
1445,2525,0.654653670707977
1445,2816,0.654653670707977
1445,3710,0.654653670707977
1445,809,0.629940788348712
1445,2373,0.629940788348712
1473,1793,0.707106781186547
1473,1804,0.577350269189625
1473,2899,0.577350269189625
1473,3729,0.577350269189625
1473,2654,0.447213595499957
1473,1024,0.408248290463863
1473,1226,0.408248290463863
1473,2093,0.408248290463863
1473,2099,0.408248290463863
1473,943,0.377964473009227
1500,2918,0.523733116123348
1500,1257,0.501097352001885
1500,2797,0.491310220645934
1500,1639,0.48745674765503
1500,1641,0.487122300447454
1500,441,0.482126042214184
1500,1517,0.481698970629048
1500,1197,0.480709271469039
1500,1784,0.47834460310746
1500,1968,0.477638559028002
1517,2683,0.709090909090909
1517,3052,0.585045708481532
1517,1580,0.568304229237911
1517,2174,0.566073811829835
1517,1265,0.56028214670475
1517,2797,0.555590963462616
1517,2115,0.548482755730144
1517,2987,0.548286929172154
1517,2918,0.545960982576056
1517,1270,0.542950570160329
1552,1573,0.563783327073032
1552,1377,0.554641432498571
1552,1608,0.547028527961086
1552,1544,0.540773635139911
1552,2006,0.537834116362251
1552,1370,0.536782631258071
1552,2617,0.516435504429865
1552,1917,0.515779025308007
1552,2115,0.513624785801933
1552,2985,0.513498186373818
1573,2916,0.656004866512314
1573,2985,0.599319341811515
1573,1676,0.586094270153269
1573,1527,0.581953564074416
1573,1370,0.580429492463921
1573,1240,0.577493344122853
1573,2115,0.570224802298466
1573,3527,0.569055109164604
1573,1552,0.563783327073032
1573,1036,0.558370734633468
1580,2115,0.651726533714467
1580,2628,0.651372178010171
1580,1527,0.643308129944155
1580,1210,0.628359862073229
1580,2571,0.625662935964502
1580,1721,0.611895076312585
1580,1196,0.610972483939316
1580,1270,0.607239682413729
1580,1265,0.605442575324247
1580,2683,0.601567365942995
1587,1275,0.544399639733473
1587,2643,0.538815906080324
1587,2985,0.493739609352255
1587,1129,0.488917712261593
1587,2373,0.478947472071399
1587,2000,0.476997779575995
1587,3704,0.476603123819398
1587,1445,0.475190963311491
1587,438,0.475190963311491
1587,2662,0.466628262628691
1617,1089,0.594365082472955
1617,608,0.558478637109162
1617,1221,0.518498221769162
1617,904,0.509603405433727
1617,1213,0.506543663853973
1617,1219,0.501519242021677
1617,1208,0.500601815292099
1617,2858,0.497619154700787
1617,912,0.497519620915473
1617,924,0.495987875237372
1620,2922,0.496138938356833
1620,40959,0.480384461415261
1620,2051,0.480384461415261
1620,1646,0.419313934688767
1620,2414,0.418121005003545
1620,5049,0.418121005003545
1620,3802,0.416025147168921
1620,58839,0.416025147168921
1620,78467,0.416025147168921
1620,8781,0.400320384512717
1625,1089,0.458011962580193
1625,1240,0.458011962580193
1625,1610,0.456474981099083
1625,293,0.444673583913905
1625,2571,0.444268576289348
1625,1214,0.443277887488628
1625,1653,0.442392659838188
1625,1682,0.438296584636358
1625,1732,0.431684357447188
1625,2858,0.430857159068112
1644,2338,0.5
1644,2541,0.475164445218705
1644,1407,0.464834840100684
1644,3825,0.459572515009028
1644,3264,0.450693909432998
1644,3785,0.45
1644,1717,0.444500444500666
